-665.0455096923647	-667.69255157421
-1671.9497304965164	-1673.0353980546045
-871.5266148852368	-875.7692760854678
-824.0773474029589	-832.5497697214656
-616.4104332498309	-617.2658155670969
-765.2407253289839	-765.2568763002309
-774.9696833532047	-777.8385979221227
-1160.7281735469057	-1168.646261658253
-1193.7214758557961	-1215.3295247274261
-703.8861839761187	-704.8873764956628
-644.3192663867753	-644.335199058177
-598.658126930152	-598.641106333488
-1424.5965883747592	-1436.2350337347289
-919.0596103757331	-925.2110003619298
-591.7178115907664	-591.7044423052536
-624.9694261829295	-625.1577509007328
-817.4719231325022	-821.8843056544305
-617.336755098787	-617.7382849263907
-1703.893372337748	-1711.4778933335756
-803.2960156239652	-805.8357912670976
-834.3660464679323	-835.5311965441214
-1337.539712891361	-1349.9083586160755
-610.5363515561384	-610.7721335796379
-847.1233539520355	-849.4973353839721
-597.8182743299602	-597.9804364985521
-674.1421344241959	-674.884351450834
-691.2314707242307	-692.433185433164
-764.0021386770636	-764.569735769848
-922.077394764897	-926.4567905667451
-593.1705507660649	-593.0007345741012
-842.5885060498758	-847.7791857663838
-623.3665373400503	-623.7791554555647
-1209.7257364004868	-1212.1904105857436
-897.7665406593934	-907.4252890409957
-591.8296987365468	-591.7740461264299
-612.1141541625673	-612.2530235676506
-1731.5219613285185	-1753.378281917765
-743.7871280534275	-745.4913443023976
-1065.469198259941	-1072.6741513346433
-614.4186105209194	-614.4350921689037
-1035.8254250271207	-1042.957260430039
-1067.5317014367527	-1068.3405677783462
-725.9073303795234	-726.9033947733361
-1080.6773426677712	-1082.2486966377369
-683.1460600022756	-684.3182510714314
-753.3072232369435	-755.989345226745
-984.0707019103602	-984.7872688351307
-1363.811151479512	-1370.2783950940416
-1216.9171236730626	-1224.7085161269772
-601.7945713438133	-601.7717460060742
-999.5156554884728	-1005.5063266861391
-590.3525765908162	-590.5433159576515
-596.7402557841505	-596.7973795586875
-649.0216114193975	-649.5447981750098
-758.1830948996222	-760.8027872158491
-842.210543474157	-847.5544869343578
-1399.3744250442662	-1407.9753347980893
-1230.942559425137	-1238.010201001976
-968.3212791646383	-972.8558789338889
-704.8185875222986	-707.5289031040361
-1349.1344103999427	-1357.1830582086272
-1059.1384735936092	-1067.0587201352043
-2283.747655957723	-2290.2787749449903
-749.1363979338979	-749.5634917304319
-1615.1038741835764	-1624.4715842547616
-737.7666366003921	-738.0193526964288
-751.6652280655541	-758.8068330131981
-620.2108047373328	-621.2835312891382
-745.3669632005215	-748.7312547498311
-760.5836724573376	-763.0368110279095
-591.8991449778312	-591.695884199919
-645.7137480807165	-646.3409724659483
-729.0328908339158	-729.4167846336867
-1503.223303271275	-1504.4266370976197
-1325.5540195455596	-1334.1093964065021
-2419.39369093772	-2421.200208512114
-1090.6784629680005	-1096.1921546050125
-599.266616871131	-599.2227341406743
-674.2534598926696	-675.7995425135884
-795.4885649299046	-798.7480104049461
-870.1461300249371	-884.0833063838154
-881.9158526159464	-881.9843700769582
-667.4359182246799	-668.148406699691
-653.2006100198903	-653.7198491422331
-1026.39636730717	-1030.0348282120942
-620.0339133426049	-620.4464281521564
-591.4684717006733	-591.4999446121584
-636.2871127401928	-637.0626074513879
-1110.6931096302703	-1119.1044810484643
-1237.127653215478	-1239.7950030621294
-857.4229506402486	-862.7504661734539
-602.4071917600354	-602.3865316953658
-631.1166049645996	-631.4220493684418
-654.3265571908892	-654.7170064357277
-684.3258197409193	-686.0864730718089
-874.147476848789	-876.7306738029162
-717.3607114714627	-717.5268202719446
-1112.5225629957743	-1116.418196678178
-735.7536054380845	-737.3534061584616
-1333.44915817542	-1344.6179318216275
-1566.4458734375385	-1569.4711407564635
-749.2914271048064	-751.7400631979733
-663.5869667034193	-664.7857321059489
-913.0902515318967	-914.6653079141672
-612.0576053233175	-612.054683915794
-958.1644877434985	-961.1468564240544
-625.0009026534885	-625.0045687705394
-748.2203300756851	-749.9050952060145
-662.4751275992709	-663.2180034094292
-853.3406687090044	-858.9285200876059
-1562.567866490928	-1573.2617470150205
-1310.9330350950854	-1312.2854163085537
-832.6188924429093	-833.5639388648987
-664.3154515027641	-664.4207769894394
-719.4603647478779	-720.7293127225491
-1729.2972418613729	-1734.5506343914624
-627.9180186312781	-628.1706103200095
-2135.577239568293	-2159.7526311032852
-911.6795882267212	-922.0799292164086
-1034.2158731316779	-1040.3608275048696
-1055.8408029819796	-1061.029444982722
-791.9166808505873	-794.3832182801758
-632.4777494840665	-632.651034143685
-604.7825579900098	-604.7660835830745
-763.1336901201045	-763.2835028795492
-1299.326944751954	-1307.696317603034
-603.9967879948352	-604.3200378143885
-634.5599022987188	-634.7937567322776
-774.6324977249742	-775.6929006763662
-1101.6578655498113	-1105.933425022135
-789.454410895258	-791.1647600072595
-1013.9235509285505	-1019.5509208326188
-1054.5160474896047	-1061.6325526952314
-613.8101581062482	-613.9596777276724
-727.7597355314343	-727.9391980624215
-612.9434285381549	-612.9176373359209
-812.0045992422616	-814.0027585714028
-703.8815272961074	-704.7408666803559
-1016.5922796174301	-1025.9939499908019
-1688.0273153764178	-1742.95744822395
-609.7709272163464	-610.1471718264509
-975.4978146825023	-988.9629375711631
-1727.6903852942692	-1735.7080973145398
-652.9011465845512	-654.0382072609337
-828.6487965519623	-831.3404660076543
-694.4220289742144	-696.4267583395182
-749.2258593910801	-749.4162550580345
-596.1905315482179	-596.0729337708908
-607.416499929333	-607.5767440482929
-985.1840652499191	-991.9474762602481
