-584.6783103466588	-584.6787486649654	-584.6802435152122	-584.685027374435	-584.6868526163111	-584.7041435796717	-584.7422774120708
-584.6783417566324	-584.6787688260204	-584.6802593196437	-584.6850388379578	-584.6868637563402	-584.7041543183767	-584.7422876038976
-584.6782182994301	-584.6787781307503	-584.680229662429	-584.6850382347272	-584.6868467525097	-584.7041377362334	-584.7422716310243
-584.6785757937837	-584.6785976937288	-584.6803721880437	-584.6851469127502	-584.6868923170582	-584.7041810052115	-584.7423118336086
-584.6791664698414	-584.6791899388226	-584.6797160767787	-584.6852777689264	-584.6868794572079	-584.704165917235	-584.7422936809021
-584.6802204572148	-584.6802460257272	-584.6805515701437	-584.6841024885155	-584.6866882563403	-584.7034346098782	-584.742096157723
-584.6824159565584	-584.6824382672708	-584.6827734803669	-584.6860326169971	-584.6825545911976	-584.7021276731833	-584.7402550018419
-584.6838619668741	-584.6838879972479	-584.6842413345687	-584.6878648601762	-584.6838915495894	-584.6837986186952	-584.7338736612363
